,flight_number,departure_station_code,arrival_station_code,scheduled_departure_dtl,entree_product_id,entree_description,entree_code,planned_entree_count,consumed_entree_count
50688,524,JFX,SFX,2022-09-30,61475,Grilled chicken,C,11,0
50689,2181,DEX,SFX,2022-09-24,58981,Scrambled eggs,O,11,0
50690,730,SFX,ORX,2022-09-22,61360,Brioche cheeseburger,B,2,0
50691,1070,LAX,ORX,2022-09-03,58764,Mediterranean Falafel Bowl,V,1,0
50692,695,SFX,KOX,2022-09-05,58764,Mediterranean Falafel Bowl,V,1,0
50693,1176,SFX,HNX,2022-09-07,58049,Cinnamon French toast,FT,18,0
50694,490,DEX,IAX,2022-09-09,60987,Impossible Meatball Bowl,V,9,0
50695,2356,PHX,IAX,2022-09-13,60983,Zatar chicken,C,12,12
50696,1991,EWX,PDX,2022-09-18,58272,Horchata steel cut oatmeal,OM,1,1
50697,1799,IAX,PHX,2022-09-18,60987,Impossible Meatball Bowl,V,12,5
50698,583,YYX,SFX,2022-09-19,45351,Teriyaki chicken,C,10,8
50699,1706,IAX,SFX,2022-09-21,60987,Impossible Meatball Bowl,V,7,3
50700,2019,LAX,TPX,2022-09-01,61530,Impossible Meatball Bowl,V,4,0
50701,605,DEX,SYX,2022-09-03,58272,Horchata steel cut oatmeal,OM,1,0
50702,529,ORX,SFX,2022-09-03,58764,Mediterranean Falafel Bowl,V,1,1
50703,1614,EWX,FLX,2022-09-04,58981,Scrambled eggs,O,6,0
50704,1502,IAX,LGX,2022-09-04,60987,Impossible Meatball Bowl,V,4,2
50705,2170,ORX,SFX,2022-09-06,60987,Impossible Meatball Bowl,V,11,0
50706,2181,DEX,SFX,2022-09-07,58563,Tomato and kale baked egg,E,3,0
50707,1513,IAX,LIX,2022-09-08,58272,Horchata steel cut oatmeal,OM,3,0
50708,1564,SFX,BOX,2022-09-01,52192,ASIAN VEGETARIAN MEAL,AV,2,2
50709,1717,PHX,DEX,2022-09-01,61529,Zatar chicken,C,7,3
50710,2665,ORX,SMX,2022-09-01,60983,Zatar chicken,C,9,0
50711,1741,ORX,RSX,2022-09-02,58272,Horchata steel cut oatmeal,OM,1,0
50712,1726,SFX,OGX,2022-09-03,57484,Tomato and kale baked egg,E,44,32
50713,1173,BOX,SFX,2022-09-03,60983,Zatar chicken,C,22,17
50714,1764,SFX,AUX,2022-09-06,60987,Impossible Meatball Bowl,V,7,0
50715,2200,IAX,DEX,2022-09-08,61360,Brioche cheeseburger,B,8,0
50716,2306,ORX,SEX,2022-09-09,58764,Mediterranean Falafel Bowl,V,1,0
50717,1890,SFX,INX,2022-09-10,60987,Impossible Meatball Bowl,V,3,1
50718,1497,LAX,DEX,2022-09-03,61530,Impossible Meatball Bowl,V,5,2
50719,1754,EWX,SAX,2022-09-03,60983,Zatar chicken,C,10,10
50720,1986,IAX,PIX,2022-09-08,60983,Zatar chicken,C,9,0
50721,574,SFX,ABX,2022-09-09,58574,Belgium waffle,WF,5,3
50722,1439,IAX,SJX,2022-09-01,61360,Brioche cheeseburger,B,1,0
50723,2654,ORX,BOX,2022-09-02,58981,Scrambled eggs,O,14,8
50724,2122,ORX,SFX,2022-09-03,60983,Zatar chicken,C,11,0
50725,222,SFX,MCX,2022-09-01,60983,Zatar chicken,C,16,5
50726,1241,EWX,MIX,2022-09-02,61530,Impossible Meatball Bowl,V,4,0
50727,772,DEX,BNX,2022-09-03,58563,Tomato and kale baked egg,E,2,1
50728,1052,CUX,EWX,2022-09-03,58110,Vegetarian entree,V,8,0
50729,1039,CMX,SFX,2022-09-06,58019,Belgium waffle,WF,8,0
50730,691,DEX,SEX,2022-09-09,60987,Impossible Meatball Bowl,V,4,1
50731,2313,DEX,ORX,2022-09-13,60987,Impossible Meatball Bowl,V,18,14
50732,418,LAX,OGX,2022-09-15,58766,Gingerbread French Toast,FT,4,0
50733,657,ORX,BOX,2022-09-17,61360,Brioche cheeseburger,B,4,0
50734,1900,IAX,ORX,2022-09-21,60549,Vegetarian chili and polenta cake,V,1,0
50735,1674,IAX,DEX,2022-09-01,60987,Impossible Meatball Bowl,V,12,4
50736,1068,ORX,LAX,2022-09-06,60549,Vegetarian chili and polenta cake,V,1,1
50737,1947,IAX,IAX,2022-09-13,60983,Zatar chicken,C,46,40
50738,1653,LAX,IAX,2022-09-13,60983,Zatar chicken,C,12,8
50739,2421,IAX,ORX,2022-09-27,60549,Vegetarian chili and polenta cake,V,4,2
50740,223,IAX,SFX,2022-09-11,60983,Zatar chicken,C,9,0
50741,1082,EWX,MIX,2022-09-13,61529,Zatar chicken,C,7,0
50742,451,ORX,ANX,2022-09-20,60987,Impossible Meatball Bowl,V,5,0
50743,555,DEX,RNX,2022-09-23,61529,Zatar chicken,C,6,0
50744,1246,EWX,MSX,2022-09-24,58764,Mediterranean Falafel Bowl,FB,2,0
50745,2190,SMX,IAX,2022-09-26,60983,Zatar chicken,C,24,11
50746,1170,ORX,COX,2022-09-27,58019,Belgium waffle,WF,7,5
50747,388,LAX,IAX,2022-09-27,60987,Impossible Meatball Bowl,V,7,0
50748,2241,SFX,MCX,2022-09-04,58272,Horchata steel cut oatmeal,OM,2,1
50749,1587,DEX,LGX,2022-09-10,58981,Scrambled eggs,O,9,9
50750,1488,IAX,SAX,2022-09-10,58563,Tomato and kale baked egg,E,1,0
50751,1102,DEX,LAX,2022-09-13,61529,Zatar chicken,C,7,0
50752,2301,SNX,DEX,2022-09-16,60983,Zatar chicken,C,20,20
50753,1259,DEX,ONX,2022-09-23,60987,Impossible Meatball Bowl,V,14,4
50754,5304,HSX,DEX,2022-09-24,57994,Classic selection cheese tray,O,12,5
50755,779,DEX,PDX,2022-09-27,58981,Scrambled eggs,O,8,0
50756,5762,ORX,COX,2022-09-28,57994,Classic selection cheese tray,O,5,2
50757,2170,ORX,SFX,2022-09-01,58764,Mediterranean Falafel Bowl,FB,2,0
50758,1069,IAX,LAX,2022-09-18,58766,Gingerbread French Toast,FT,1,0
50759,2281,LAX,BOX,2022-09-19,58563,Tomato and kale baked egg,E,6,6
50760,2085,ORX,SFX,2022-09-20,60549,Vegetarian chili and polenta cake,V,2,0
50761,784,LAX,IAX,2022-09-20,61360,Brioche cheeseburger,B,5,0
50762,2313,DEX,ORX,2022-09-22,60987,Impossible Meatball Bowl,V,7,5
50763,1974,EWX,IAX,2022-09-22,60983,Zatar chicken,C,14,0
50764,519,IAX,XPX,2022-09-22,58981,Scrambled eggs,O,5,2
50765,2426,IAX,ORX,2022-09-29,60983,Zatar chicken,C,8,2
50766,1599,PWX,ORX,2022-09-29,61530,Impossible Meatball Bowl,V,5,0
50767,692,ORX,DEX,2022-09-02,58563,Tomato and kale baked egg,E,4,0
50768,2000,SFX,DEX,2022-09-02,58764,Mediterranean Falafel Bowl,FB,4,0
50769,2000,SFX,DEX,2022-09-02,61360,Brioche cheeseburger,B,2,0
50770,2046,DEX,TPX,2022-09-14,58981,Scrambled eggs,O,10,7
50771,1922,IAX,SAX,2022-09-14,60983,Zatar chicken,C,11,6
50772,2407,ORX,LAX,2022-09-16,60983,Zatar chicken,C,24,14
50773,544,IAX,MCX,2022-09-16,60987,Impossible Meatball Bowl,V,4,0
50774,362,DEX,BOX,2022-09-19,58981,Scrambled eggs,O,9,0
50775,2611,IAX,IAX,2022-09-20,60987,Impossible Meatball Bowl,V,6,0
50776,633,IAX,LAX,2022-09-23,60549,Vegetarian chili and polenta cake,V,1,0
50777,651,IAX,RSX,2022-09-24,58766,Gingerbread French Toast,FT,1,0
50778,1903,IAX,GUX,2022-09-26,60987,Impossible Meatball Bowl,V,5,0
50779,1759,DEX,KOX,2022-09-27,58490,Teriyaki chicken,B,10,10
50780,1800,MIX,EWX,2022-09-29,58019,Belgium waffle,WF,16,8
50781,2196,ORX,IAX,2022-09-11,60983,Zatar chicken,C,10,9
50782,2127,EWX,MBX,2022-09-16,58019,Belgium waffle,WF,8,0
50783,1675,IAX,DEX,2022-09-20,60983,Zatar chicken,C,7,0
50784,1167,SAX,EWX,2022-09-20,60987,Impossible Meatball Bowl,V,12,0
50785,4661,IAX,YYX,2022-09-20,57994,Classic selection cheese tray,O,5,2
50786,2653,SFX,BOX,2022-09-23,60549,Vegetarian chili and polenta cake,V,1,0
50787,1685,SFX,LIX,2022-09-26,54759,Seared beef short rib,B,3,3
50788,1652,EWX,MSX,2022-09-10,58563,Tomato and kale baked egg,E,1,0
50789,2385,LAX,IAX,2022-09-14,58019,Belgium waffle,WF,10,8
50790,1408,IAX,LAX,2022-09-15,58019,Belgium waffle,WF,3,0
50791,1717,PHX,DEX,2022-09-15,60987,Impossible Meatball Bowl,V,6,6
50792,1154,EWX,LAX,2022-09-15,60987,Impossible Meatball Bowl,V,6,6
50793,226,ATX,DEX,2022-09-15,60983,Zatar chicken,C,12,0
50794,1439,EWX,DEX,2022-09-28,58019,Belgium waffle,WF,8,7
50795,1055,EWX,CUX,2022-09-28,58019,Belgium waffle,WF,9,0
50796,530,SEX,IAX,2022-09-03,58019,Belgium waffle,WF,10,6
50797,1738,IAX,LIX,2022-09-03,60983,Zatar chicken,C,18,12
50798,2363,LAX,ORX,2022-09-04,60549,Vegetarian chili and polenta cake,V,3,0
50799,682,ABX,SFX,2022-09-06,61530,Impossible Meatball Bowl,V,5,3
50800,2676,IAX,LAX,2022-09-07,60987,Impossible Meatball Bowl,V,12,10
50801,2617,LAX,IAX,2022-09-08,58019,Belgium waffle,WF,16,10
50802,1138,LAX,GUX,2022-09-08,61360,Brioche cheeseburger,B,2,0
50803,1063,LAX,ORX,2022-09-09,60983,Zatar chicken,C,12,0
50804,1015,IAX,CUX,2022-09-10,58272,Horchata steel cut oatmeal,OM,1,1
50805,2620,TPX,DEX,2022-09-02,60983,Zatar chicken,C,12,11
50806,2328,ORX,SFX,2022-09-03,60983,Zatar chicken,C,13,12
50807,720,CHX,DEX,2022-09-04,61529,Zatar chicken,C,7,7
50808,1619,CLX,IAX,2022-09-06,60983,Zatar chicken,C,12,0
50809,2323,IAX,BWX,2022-09-07,61360,Brioche cheeseburger,B,2,0
50810,330,DEX,BNX,2022-09-09,60549,Vegetarian chili and polenta cake,V,1,0
50811,1595,MEX,ORX,2022-09-10,58106,Savory breakfast entree,BR,10,0
50812,1456,LGX,DEX,2022-09-10,60983,Zatar chicken,C,10,10
50813,2031,DEX,CUX,2022-09-11,58766,Gingerbread French Toast,FT,3,0
50814,246,DEX,SFX,2022-09-03,60983,Zatar chicken,C,17,16
50815,628,DEX,EWX,2022-09-03,58019,Belgium waffle,WF,9,0
50816,1625,EWX,STX,2022-09-04,58019,Belgium waffle,WF,10,0
50817,1548,ORX,MEX,2022-09-01,61530,Impossible Meatball Bowl,V,4,3
50818,2303,ORX,BOX,2022-09-08,58981,Scrambled eggs,O,20,14
50819,1242,LAX,DEX,2022-09-09,61529,Zatar chicken,C,5,0
50820,2336,LAX,EWX,2022-09-10,53014,Thai chicken,C,11,11
50821,594,DEX,IAX,2022-09-13,61360,Brioche cheeseburger,B,3,0
50822,2341,ORX,MCX,2022-09-20,61360,Brioche cheeseburger,B,6,0
50823,1584,ORX,DFX,2022-09-23,60549,Vegetarian chili and polenta cake,V,1,0
50824,2484,ORX,PDX,2022-09-25,58272,Horchata steel cut oatmeal,OM,2,1
50825,709,DEX,SFX,2022-09-25,61360,Brioche cheeseburger,B,3,0
50826,678,ORX,BOX,2022-09-26,61360,Brioche cheeseburger,B,6,2
50827,1737,DEX,OGX,2022-09-26,58480,Spaghetti squash noodles,S,6,6
50828,1439,EWX,DEX,2022-09-27,58766,Gingerbread French Toast,FT,1,0
50829,1629,MBX,EWX,2022-09-29,58110,Vegetarian entree,V,8,0
50830,1896,IAX,PHX,2022-09-30,58981,Scrambled eggs,O,10,10
50831,1097,IAX,SJX,2022-09-01,53154,Vegetarian entree,VG,1,1
50832,1743,IAX,SFX,2022-09-01,60987,Impossible Meatball Bowl,V,8,5
50833,1454,SFX,ORX,2022-09-05,60987,Impossible Meatball Bowl,V,7,0
50834,1609,SEX,ORX,2022-09-06,60987,Impossible Meatball Bowl,V,8,8
50835,1280,YVX,ORX,2022-09-08,60987,Impossible Meatball Bowl,V,8,0
50836,1049,EWX,CUX,2022-09-16,58766,Gingerbread French Toast,FT,6,3
50837,1677,TPX,EWX,2022-09-17,60983,Zatar chicken,C,20,14
50838,2218,IAX,MIX,2022-09-18,61360,Brioche cheeseburger,B,4,0
50839,1724,SFX,KOX,2022-09-20,60549,Vegetarian chili and polenta cake,V,1,0
50840,286,ORX,SNX,2022-09-22,58563,Tomato and kale baked egg,E,2,2
50841,2417,SFX,PIX,2022-09-02,58764,Mediterranean Falafel Bowl,V,1,0
50842,1928,SFX,ORX,2022-09-06,58981,Scrambled eggs,O,4,2
50843,721,DEX,YYX,2022-09-06,60549,Vegetarian chili and polenta cake,V,2,0
50844,2667,DEX,SNX,2022-09-09,58019,Belgium waffle,WF,8,6
50845,398,DEX,ORX,2022-09-12,60987,Impossible Meatball Bowl,V,8,0
50846,1648,DCX,IAX,2022-09-15,58981,Scrambled eggs,O,6,0
50847,748,ORX,BOX,2022-09-15,58574,Belgium waffle,WF,4,2
50848,1883,IAX,LAX,2022-09-16,61360,Brioche cheeseburger,B,8,4
50849,1054,CUX,EWX,2022-09-17,58109,Chicken breast entree,C,12,9
50850,450,ORX,LAX,2022-09-17,60549,Vegetarian chili and polenta cake,V,4,0
50851,1546,DEX,LGX,2022-09-20,58766,Gingerbread French Toast,FT,2,0
50852,641,DEX,ORX,2022-09-05,61360,Brioche cheeseburger,B,4,2
50853,1112,SFX,LIX,2022-09-06,58049,Cinnamon French toast,FT,4,0
50854,1888,DEX,BDX,2022-09-06,60549,Vegetarian chili and polenta cake,V,2,0
50855,2026,IAX,LAX,2022-09-07,58272,Horchata steel cut oatmeal,OM,2,2
50856,2648,IAX,DEX,2022-09-16,60987,Impossible Meatball Bowl,V,5,0
50857,2200,IAX,DEX,2022-09-21,60987,Impossible Meatball Bowl,V,6,0
50858,1052,MCX,DEX,2022-09-09,58981,Scrambled eggs,O,8,0
50859,2486,ORX,DEX,2022-09-09,60987,Impossible Meatball Bowl,V,8,7
50860,1744,IAX,CVX,2022-09-09,60983,Zatar chicken,C,7,4
50861,1102,DEX,LAX,2022-09-11,60987,Impossible Meatball Bowl,V,6,2
50862,1009,BOX,SFX,2022-09-15,52192,ASIAN VEGETARIAN MEAL,AV,1,1
50863,1744,IAX,CVX,2022-09-15,60549,Vegetarian chili and polenta cake,V,1,0
50864,2239,SMX,ORX,2022-09-18,60983,Zatar chicken,C,10,0
50865,678,ORX,BOX,2022-09-22,60983,Zatar chicken,C,8,0
50866,1597,DEX,ATX,2022-09-24,60983,Zatar chicken,C,9,9
50867,1597,DEX,ATX,2022-09-24,60987,Impossible Meatball Bowl,V,6,5
50868,1877,IAX,EWX,2022-09-28,61360,Brioche cheeseburger,B,1,0
50869,1658,EWX,SNX,2022-09-17,58766,Gingerbread French Toast,FT,1,0
50870,1030,LAX,DEX,2022-09-20,58272,Horchata steel cut oatmeal,OM,1,0
50871,1681,LAX,IAX,2022-09-20,60983,Zatar chicken,C,9,0
50872,2457,LAX,EWX,2022-09-21,57484,Tomato and kale baked egg,E,33,0
50873,1555,DEX,LGX,2022-09-23,58764,Mediterranean Falafel Bowl,FB,1,0
50874,727,DEX,CMX,2022-09-23,60549,Vegetarian chili and polenta cake,V,1,0
50875,1730,DEX,EWX,2022-09-27,60983,Zatar chicken,C,7,0
50876,1784,SFX,AUX,2022-09-27,58272,Horchata steel cut oatmeal,OM,2,2
50877,2143,MSX,EWX,2022-09-01,60987,Impossible Meatball Bowl,V,5,2
50878,1909,IAX,STX,2022-09-03,58981,Scrambled eggs,O,6,6
50879,1883,IAX,LAX,2022-09-08,61360,Brioche cheeseburger,B,3,3
50880,2435,EWX,LAX,2022-09-03,17222,Gluten-free Meal,GF,4,4
50881,765,DEX,BOX,2022-09-03,58764,Mediterranean Falafel Bowl,V,1,0
50882,2034,SFX,ORX,2022-09-02,60983,Zatar chicken,C,13,0
50883,516,JFX,LAX,2022-09-04,54076,Cacio e Pepe ravioli,P,10,8
50884,474,DEX,PDX,2022-09-04,60987,Impossible Meatball Bowl,V,7,7
50885,1084,IAX,CMX,2022-09-07,61360,Brioche cheeseburger,B,2,0
50886,2432,ORX,SAX,2022-09-09,58766,Gingerbread French Toast,FT,1,0
50887,2631,SFX,PHX,2022-09-10,60983,Zatar chicken,C,7,0
50888,1290,EWX,MCX,2022-09-11,61360,Brioche cheeseburger,B,2,0
50889,1188,BOX,SFX,2022-09-21,15594,Vegetarian entree,VG,1,1
50890,500,LAX,IAX,2022-09-22,60983,Zatar chicken,C,11,3
50891,1501,SEX,IAX,2022-09-26,60983,Zatar chicken,C,10,5
50892,1844,ORX,LAX,2022-09-27,60987,Impossible Meatball Bowl,V,9,5
50893,481,BWX,IAX,2022-09-30,58981,Scrambled eggs,O,8,0
50894,519,IAX,XPX,2022-09-06,58563,Tomato and kale baked egg,E,1,1
50895,2631,SFX,PHX,2022-09-09,60983,Zatar chicken,C,6,0
50896,1413,EWX,MIX,2022-09-11,60549,Vegetarian chili and polenta cake,V,1,1
50897,1795,OGX,SFX,2022-09-13,57484,Tomato and kale baked egg,E,11,8
50898,2433,DEX,GRX,2022-09-15,60549,Vegetarian chili and polenta cake,V,2,0
50899,365,BDX,DEX,2022-09-16,58090,Classic selection cheese tray,O,16,0
50900,677,EWX,AUX,2022-09-20,61530,Impossible Meatball Bowl,V,4,0
50901,675,EWX,SEX,2022-09-21,60549,Vegetarian chili and polenta cake,V,1,0
50902,1708,SFX,IAX,2022-09-21,60987,Impossible Meatball Bowl,V,7,2
50903,5792,DEX,YYX,2022-09-22,57994,Classic selection cheese tray,O,5,5
50904,2646,LGX,IAX,2022-09-25,60987,Impossible Meatball Bowl,V,5,0
50905,2053,ORX,DFX,2022-09-01,58766,Gingerbread French Toast,FT,1,1
50906,2210,PBX,EWX,2022-09-10,60987,Impossible Meatball Bowl,V,4,4
50907,5986,DEX,BHX,2022-09-13,58040,Coconut chia oatmeal,OM,12,0
50908,1707,ITX,LAX,2022-09-13,58356,Cacio e Pepe ravioli,P,6,0
50909,314,DEX,IAX,2022-09-19,60987,Impossible Meatball Bowl,V,7,1
50910,1730,DEX,EWX,2022-09-20,60983,Zatar chicken,C,10,7
50911,1127,PHX,ORX,2022-09-25,60987,Impossible Meatball Bowl,V,8,0
50912,2495,IAX,EWX,2022-09-29,61360,Brioche cheeseburger,B,6,6
50913,2307,ORX,BOX,2022-09-10,60549,Vegetarian chili and polenta cake,V,6,3
50914,2357,SFX,AUX,2022-09-13,61530,Impossible Meatball Bowl,V,5,3
50915,1567,IAX,MEX,2022-09-14,58764,Mediterranean Falafel Bowl,V,1,0
50916,2051,SFX,DEX,2022-09-16,61360,Brioche cheeseburger,B,3,0
50917,797,IAX,LAX,2022-09-20,58563,Tomato and kale baked egg,E,4,0
50918,2308,DEX,LIX,2022-09-23,58676,Butternut squash schnitzel,V,5,3
50919,379,IAX,GDX,2022-09-25,60983,Zatar chicken,C,6,3
50920,1947,LAX,IAX,2022-09-04,58019,Belgium waffle,WF,8,8
50921,2374,LAX,KOX,2022-09-06,58049,Cinnamon French toast,FT,8,8
50922,622,JAX,EWX,2022-09-09,60983,Zatar chicken,C,7,2
50923,660,SEX,DEX,2022-09-10,60987,Impossible Meatball Bowl,V,8,0
50924,516,JFX,LAX,2022-09-15,60983,Zatar chicken,C,13,0
50925,628,DEX,EWX,2022-09-15,58563,Tomato and kale baked egg,E,5,0
50926,1708,SFX,IAX,2022-09-18,60983,Zatar chicken,C,12,5
50927,1277,LAX,CUX,2022-09-20,58981,Scrambled eggs,O,10,10
50928,515,LAX,JFX,2022-09-22,58488,Tapas,O2,8,8
50929,463,IAX,PDX,2022-09-22,60983,Zatar chicken,C,20,9
50930,2373,LGX,IAX,2022-09-14,58981,Scrambled eggs,O,8,8
50931,1110,DEX,FAX,2022-09-18,61530,Impossible Meatball Bowl,V,3,3
50932,2381,ORX,DEX,2022-09-19,61360,Brioche cheeseburger,B,1,1
50933,1230,EWX,MIX,2022-09-02,61360,Brioche cheeseburger,B,2,0
50934,1822,ORX,DEX,2022-09-16,60987,Impossible Meatball Bowl,V,13,0
50935,2116,DEX,RNX,2022-09-23,60549,Vegetarian chili and polenta cake,V,1,0
50936,2072,IAX,SNX,2022-09-24,58563,Tomato and kale baked egg,E,3,0
50937,710,EWX,FLX,2022-09-27,61524,Scrambled eggs,O,6,4
50938,2608,LAX,IAX,2022-09-28,61360,Brioche cheeseburger,B,2,1
50939,711,ORX,AUX,2022-09-30,58563,Tomato and kale baked eggwhite pastry with fire ro,E,2,0
50940,2332,EWX,MIX,2022-09-27,60983,Zatar chicken,C,14,12
50941,1042,SAX,ORX,2022-09-28,60983,Zatar chicken,C,10,0
50942,670,EWX,AUX,2022-09-15,58574,Belgium waffle,WF,3,0
50943,1418,DEX,RDX,2022-09-15,60983,Zatar chicken,C,11,0
50944,1528,SEX,ORX,2022-09-19,60987,Impossible Meatball Bowl,V,8,0
50945,1020,CUX,IAX,2022-09-24,58109,Chicken breast entree,C,12,0
50946,1712,SEX,DEX,2022-09-26,58019,Belgium waffle,WF,8,4
50947,753,LAX,IAX,2022-09-30,61360,Brioche cheeseburger,B,3,3
50948,722,EWX,MCX,2022-09-08,60987,Impossible Meatball Bowl,V,8,4
50949,2405,EWX,SDX,2022-09-08,60983,Zatar chicken,C,10,0
50950,2427,IAX,BOX,2022-09-11,61524,Scrambled eggs,O,7,7
50951,479,DEX,ORX,2022-09-19,61360,Brioche cheeseburger,B,3,0
50952,742,YVX,DEX,2022-09-19,60983,Zatar chicken,C,10,0
50953,2663,ORX,DEX,2022-09-19,60549,Vegetarian chili and polenta cake,V,2,2
50954,2046,DEX,TPX,2022-09-22,58766,Gingerbread French Toast,FT,2,0
50955,1454,EWX,LAX,2022-09-23,58065,Cacio e Pepe ravioli,P,7,0
50956,1030,LAX,DEX,2022-09-25,58019,Belgium waffle,WF,16,0
50957,730,SFX,ORX,2022-09-25,60987,Impossible Meatball Bowl,V,5,3
50958,320,LAX,PVX,2022-09-19,61530,Impossible Meatball Bowl,V,3,0
50959,293,EWX,SEX,2022-09-25,56447,Kosher Meal,KS,1,1
50960,1169,DEX,BNX,2022-09-30,60987,Impossible Meatball Bowl,V,6,3
50961,2489,SJX,DEX,2022-09-27,61530,Impossible Meatball Bowl,V,5,0
50962,2009,BOX,ORX,2022-09-30,58981,Scrambled eggs,O,10,0
50963,2040,LAX,ORX,2022-09-19,58019,Belgium waffle,WF,8,4
50964,1775,IAX,DEX,2022-09-29,61360,Brioche cheeseburger,B,2,0
50965,2611,IAX,IAX,2022-09-23,60987,Impossible Meatball Bowl,V,6,0
50966,1060,MFX,DEX,2022-09-27,60987,Impossible Meatball Bowl,V,6,0
50967,1979,DEX,CVX,2022-09-19,58766,Gingerbread French Toast,FT,1,0
50968,724,ORX,PHX,2022-09-21,60987,Impossible Meatball Bowl,V,5,0
50969,2611,IAX,IAX,2022-09-21,61360,Brioche cheeseburger,B,1,0
50970,1263,ORX,BOX,2022-09-22,58272,Horchata steel cut oatmeal,OM,1,0
50971,675,EWX,SEX,2022-09-23,60549,Vegetarian chili and polenta cake,V,2,2
50972,465,DEX,BUX,2022-09-24,61530,Impossible Meatball Bowl,V,3,2
50973,2336,LAX,EWX,2022-09-30,50950,Butternut squash ravioli,P,5,0
50974,1055,EWX,CUX,2022-09-26,58981,Scrambled eggs,O,7,7
50975,1709,DEX,PVX,2022-09-18,58563,Tomato and kale baked egg,E,1,0
50976,1987,SFX,IAX,2022-09-02,58981,Scrambled eggs,O,16,16
50977,692,ORX,DEX,2022-09-06,58563,Tomato and kale baked egg,E,3,3
50978,1152,DFX,ORX,2022-09-20,58019,Belgium waffle,WF,8,0
50979,1465,EWX,FLX,2022-09-08,61530,Impossible Meatball Bowl,V,4,0
50980,1627,MCX,ORX,2022-09-08,60983,Zatar chicken,C,24,18
50981,2279,ORX,SEX,2022-09-02,58764,Mediterranean Falafel Bowl,FB,1,0
50982,1100,SJX,IAX,2022-09-12,58110,Vegetarian entree,V,6,6
50983,2393,IAX,MIX,2022-09-15,60549,Vegetarian chili and polenta cake,V,1,0
50984,6356,IAX,SAX,2022-09-21,57994,Classic selection cheese tray,O,4,0
50985,1549,IAX,DEX,2022-09-21,61360,Brioche cheeseburger,B,3,0
50986,700,DEX,IAX,2022-09-19,60987,Impossible Meatball Bowl,V,22,14
50987,222,SFX,MCX,2022-09-03,58764,Mediterranean Falafel Bowl,V,1,0
50988,627,PHX,ORX,2022-09-06,60983,Zatar chicken,C,10,4
50989,2327,ORX,TPX,2022-09-25,58272,Horchata steel cut oatmeal,OM,1,1
50990,797,IAX,LAX,2022-09-27,58981,Scrambled eggs,O,8,0
50991,780,BOX,IAX,2022-09-11,60987,Impossible Meatball Bowl,V,6,6
50992,1716,MCX,ORX,2022-09-15,60987,Impossible Meatball Bowl,V,6,3
50993,1451,EWX,PBX,2022-09-25,60549,Vegetarian chili and polenta cake,V,1,0
50994,2181,DEX,SFX,2022-09-24,58019,Belgium waffle,WF,9,0
50995,2343,DEX,MFX,2022-09-29,60987,Impossible Meatball Bowl,V,6,6
50996,2304,IAX,SAX,2022-09-27,60987,Impossible Meatball Bowl,V,4,1
50997,1560,EWX,SAX,2022-09-28,58766,Gingerbread French Toast,FT,1,0
50998,568,ORX,MSX,2022-09-26,61360,Brioche cheeseburger,B,3,0
50999,1013,IAX,CUX,2022-09-02,60987,Impossible Meatball Bowl,V,5,5
51000,1207,DEX,YVX,2022-09-06,58764,Mediterranean Falafel Bowl,V,4,0
51001,1214,ORX,TPX,2022-09-06,60987,Impossible Meatball Bowl,V,12,12
51002,1003,DEX,SDX,2022-09-06,60549,Vegetarian chili and polenta cake,V,1,0
51003,1687,SEX,IAX,2022-09-07,58019,Belgium waffle,WF,10,0
51004,2032,IAX,RNX,2022-09-09,61530,Impossible Meatball Bowl,V,4,2
51005,2223,SNX,DEX,2022-09-19,61530,Impossible Meatball Bowl,V,5,5
51006,1888,DEX,BDX,2022-09-22,60987,Impossible Meatball Bowl,V,5,0
51007,1724,SFX,KOX,2022-09-22,60458,Crispy Hawaiian garlic tofu,V,8,0
51008,2407,ORX,LAX,2022-09-24,60549,Vegetarian chili and polenta cake,V,4,2
51009,2275,EWX,RSX,2022-09-01,58019,Belgium waffle,WF,16,6
51010,541,DEX,SAX,2022-09-02,60549,Vegetarian chili and polenta cake,V,2,1
51011,1780,EWX,RSX,2022-09-03,60983,Zatar chicken,C,7,0
51012,2083,ORX,MCX,2022-09-04,58563,Tomato and kale baked egg,E,2,0
51013,2202,LAX,SEX,2022-09-04,61360,Brioche cheeseburger,B,8,10
51014,789,DEX,SFX,2022-09-05,58764,Mediterranean Falafel Bowl,V,4,2
51015,1931,ORX,MIX,2022-09-06,61530,Impossible Meatball Bowl,V,4,2
51016,1806,LAX,EWX,2022-09-07,60987,Impossible Meatball Bowl,V,8,6
51017,2368,PIX,SFX,2022-09-03,58019,Belgium waffle,WF,10,0
51018,352,DCX,SFX,2022-09-02,52133,Gluten-free Meal,GF,4,4
51019,1442,IAX,SAX,2022-09-03,58019,Belgium waffle,WF,16,16
51020,432,LAX,KOX,2022-09-03,53014,Thai chicken,C,6,0
51021,1074,CMX,IAX,2022-09-04,58574,Belgium waffle,WF,6,6
51022,2385,LAX,IAX,2022-09-07,58272,Horchata steel cut oatmeal,OM,4,2
51023,2199,EWX,PHX,2022-09-07,61360,Brioche cheeseburger,B,2,1
51024,1609,SEX,ORX,2022-09-10,60987,Impossible Meatball Bowl,V,8,8
51025,2211,SAX,IAX,2022-09-10,60983,Zatar chicken,C,10,7
